Date,Sunlight Hours,Wind Speed (km/h),Water Temperature (°C),Water Clarity (index),Dissolved Oxygen (mg/L),Ammonia Level (mg/L),Nitrate Level (mg/L),pH Level,Fish Density (fish/m³),Feed Rate (kg/day),Yield (kg)
2020-08-21,10.45,1.46,16.88,2.42,14.85,4.4,27.79,7.49,8.94,5.35,60.13
2020-08-22,10.43,4.59,16.2,2.51,13.43,4.99,28.47,7.27,8.3,4.95,66.16
2020-08-23,10.41,3.17,16.43,2.35,13.95,4.73,28.18,7.23,8.55,5.25,80.91
2020-08-24,10.39,3.61,16.28,2.43,13.34,4.89,28.44,7.21,8.33,4.95,61.67
2020-08-25,10.37,2.72,16.41,2.47,11.67,5.12,29.04,6.63,7.85,4.71,60.83
2020-08-26,10.35,5.66,15.77,2.32,12.52,5.24,28.8,6.87,7.95,4.63,56.53
2020-08-27,10.33,3.69,16.12,2.41,14.63,4.61,27.93,7.26,8.75,5.13,61.83
2020-08-28,10.31,6.83,15.44,2.08,12.48,5.34,28.81,7.0,7.87,4.5,57.29
2020-08-29,10.29,5.22,15.71,2.16,13.97,4.87,28.19,7.37,8.44,4.97,69.78
2020-08-30,10.27,3.76,15.96,2.44,13.44,4.83,28.39,7.12,8.36,4.94,40.09
2020-08-31,10.26,3.51,15.97,2.33,14.17,4.65,28.07,7.22,8.61,5.12,57.22
2020-09-01,10.24,4.56,15.71,2.27,10.78,5.42,29.39,6.6,7.46,4.28,51.13
2020-09-02,10.22,3.66,15.85,2.41,14.3,4.62,28.04,7.27,8.64,5.12,71.66
2020-09-03,10.21,2.83,15.98,2.38,13.28,4.73,28.39,7.11,8.37,5.17,71.02
2020-09-04,10.19,6.66,15.17,2.03,12.33,5.3,28.82,6.94,7.84,4.3,65.44
2020-09-05,10.18,3.42,15.78,2.47,13.01,4.83,28.52,7.11,8.25,4.85,54.26
2020-09-06,10.16,8.19,14.79,1.97,11.77,5.55,29.08,6.75,7.57,4.08,55.76
2020-09-07,10.15,1.11,16.17,2.4,12.66,4.65,28.54,6.93,8.28,5.09,43.01
2020-09-08,10.14,4.0,15.56,2.4,13.6,4.75,28.3,7.14,8.41,4.92,53.89
2020-09-09,10.13,4.53,15.42,2.4,12.47,5.02,28.75,6.86,8.01,4.74,60.05
2020-09-10,10.11,7.06,14.89,2.13,12.57,5.25,28.75,7.02,7.89,4.46,55.37
2020-09-11,10.1,4.29,15.41,2.3,12.31,5.02,28.77,7.0,7.98,4.61,47.59
2020-09-12,10.09,6.79,14.88,2.14,11.83,5.36,29.02,6.58,7.67,4.3,72.98
2020-09-13,10.08,3.75,15.47,2.31,10.94,5.23,29.27,6.42,7.57,4.49,59.95
2020-09-14,10.07,8.45,14.5,2.11,11.44,5.59,29.23,6.56,7.45,4.0,45.74
2020-09-15,10.06,2.85,15.6,1.99,11.27,5.06,29.04,6.54,7.73,4.86,67.98
2020-09-16,10.06,3.92,15.36,2.19,10.74,5.27,29.32,6.58,7.5,4.48,53.54
2020-09-17,10.05,4.51,15.22,2.38,14.19,4.64,28.07,7.15,8.57,4.84,63.08
2020-09-18,10.04,5.08,15.09,2.26,13.92,4.75,28.18,7.12,8.45,4.95,63.88
2020-09-19,10.03,3.26,15.44,2.49,13.28,4.69,28.39,7.08,8.35,5.04,73.72
2020-09-20,10.03,5.31,15.01,2.18,12.71,5.0,28.62,6.95,8.05,4.55,58.56
2020-09-21,10.02,4.02,15.25,2.4,13.36,4.74,28.37,7.16,8.33,4.89,54.29
2020-09-22,10.02,4.71,15.1,2.41,11.19,5.24,29.22,6.64,7.6,4.55,45.9
2020-09-23,10.01,5.79,14.88,2.23,15.07,4.57,27.75,7.36,8.77,4.85,53.51
2020-09-24,10.01,5.19,14.99,2.33,12.63,5.0,28.68,6.92,8.03,4.68,53.25
2020-09-25,10.01,5.5,14.92,2.31,13.42,4.87,28.38,6.99,8.27,4.83,55.12
